sym,date,close,score,qual
SMRT,14/03/2025,1.18,0,False
SMRT,21/03/2025,1.17,0,False
SMRT,28/03/2025,1.12,0,False
SMRT,04/04/2025,1.01,0,False
SMRT,11/04/2025,0.75,0,False
SMRT,18/04/2025,0.79,0,False
SMRT,25/04/2025,0.89,0,False
SMRT,02/05/2025,0.97,0,False
SMRT,09/05/2025,0.85,0,False
SMRT,16/05/2025,0.86,0,False
SMRT,23/05/2025,0.8,0,False
SMRT,30/05/2025,0.84,0,False
SMRT,06/06/2025,0.92,0,False
SMRT,13/06/2025,0.88,0,False
SMRT,20/06/2025,0.89,0,False
SMRT,27/06/2025,0.93,0,False
SMRT,04/07/2025,1.11,0,False
SMRT,11/07/2025,0.98,0,False
SMRT,18/07/2025,0.97,0,False
SMRT,25/07/2025,1.14,0,False
SMRT,01/08/2025,0.96,0,False
SMRT,08/08/2025,1.27,0,False
SMRT,15/08/2025,1.32,0,False
SMRT,22/08/2025,1.48,0,False
SMRT,29/08/2025,1.48,0,False
SMRT,05/09/2025,1.46,0,False
SMRT,12/09/2025,1.45,0,False
SMRT,19/09/2025,1.58,0,False
SMRT,26/09/2025,1.45,0,False
SMRT,03/10/2025,1.38,0,False
SMRT,10/10/2025,1.39,0,False
SMRT,17/10/2025,1.42,0,False
SMRT,24/10/2025,1.49,0,False
SMRT,31/10/2025,1.39,0,False
SMRT,07/11/2025,1.45,0,False
SMRT,14/11/2025,1.45,0,False
SMRT,21/11/2025,1.45,0,False
SMRT,28/11/2025,1.72,0,False
SMRT,05/12/2025,1.97,6,True
SMRT,12/12/2025,2.07,6,True
